"1","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Bye","Overvote","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Blank"
"House District 16","319","31","0","34","0","20","5","9","23","1","1","0","0","0","658","152","0","80","12","0","30","54","1","0","8","3","0","99","37","0","59","1","0","24","15","0","0","0","1","0","9","0","2","1","1","1","1","0","0","0","16","5","0","12","8","2","1","7","1","0","1","0","0","2","7","3","0","1","0","1","0","0","0","0","11","7","13","0","1","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","8","320","524","75","0","80","4","2","18","43","0","9","3","0","0","13","13","25","1","0","2","5","0","0","0","0","0","1","11","7","27","0","3","9","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","2108","718","246","0","368","18","1","37","61","1","0","5","4","2","393","251","1","403","17","0","17","67","0","2","6","17","0","4","1","56","18","42","0","1","10","48","0","2","0","1","0","0","41","5","9","0","3","5","17","3","0","1","0","1","12","4","0","0","1","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","28"
"House District 17","190","17","0","28","0","23","1","9","22","0","1","0","2","3","372","85","0","53","5","0","24","23","0","0","2","1","0","50","15","0","27","2","0","5","14","0","0","0","0","0","4","1","1","1","1","0","1","1","0","0","26","9","0","18","4","0","12","4","0","0","0","1","1","1","3","3","0","0","0","1","0","0","0","0","10","8","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","238","281","70","0","43","5","1","16","18","0","7","2","0","1","8","12","10","1","0","1","3","0","0","0","0","0","0","17","9","9","0","5","10","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2014","571","175","3","261","15","0","22","52","0","0","3","4","0","371","198","1","348","15","0","19","82","0","0","16","13","0","3","2","54","21","37","0","0","9","41","0","3","0","3","0","0","38","6","8","0","1","7","9","2","0","1","1","0","40","7","5","8","2","0","0","1","1","0","0","0","8","3","5","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","1","0","0","1","0","70"
"House District 18","82","5","0","10","0","8","1","5","4","0","0","0","0","0","165","39","0","34","2","0","9","19","0","0","3","2","1","18","8","0","12","0","0","4","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","6","3","0","5","3","1","1","4","0","0","0","0","0","1","3","2","0","0","1","4","0","0","0","0","2","1","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","145","186","53","1","51","1","0","13","22","1","1","3","0","0","9","9","9","0","0","3","3","0","0","0","0","0","0","9","4","4","0","0","7","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","516","107","47","0","98","1","0","9","23","0","0","4","2","0","136","47","0","141","3","0","6","24","0","1","5","4","0","3","0","12","5","22","0","0","2","13","0","0","0","0","0","1","10","1","3","0","0","0","2","2","0","1","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","11"
"House District 19","93","12","0","9","0","8","0","1","12","0","1","0","0","0","202","51","0","27","1","0","8","27","0","0","4","0","0","22","2","0","19","0","0","5","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","0","5","3","1","2","9","0","1","0","0","0","5","2","4","0","0","1","1","0","0","0","0","2","4","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","202","212","37","0","46","5","0","12","39","0","7","0","0","0","8","6","13","0","0","3","7","0","0","0","0","0","1","17","9","24","0","0","7","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","1080","264","76","0","201","8","1","24","65","0","0","4","4","0","205","87","1","216","7","0","13","25","0","0","5","15","0","1","0","30","15","53","1","3","4","24","0","1","0","0","0","0","10","2","4","1","1","1","13","2","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","11"
"House District 2","349","27","0","25","0","14","0","3","13","0","0","1","0","0","336","74","0","55","5","0","28","33","0","0","2","0","0","69","5","0","32","2","1","10","17","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","25","10","0","10","5","0","3","11","0","0","0","0","0","9","7","2","0","0","0","2","0","0","0","0","12","3","9","0","1","5","1","0","2","0","0","0","0","0","0","0","0","0","0","0","6","889","581","90","0","86","4","0","24","49","0","5","0","0","0","29","28","18","0","0","5","6","0","1","1","0","0","2","36","16","23","0","5","10","1","0","0","0","15","2","0","2","0","2","3","0","0","0","0","2210","492","150","0","279","6","0","20","64","0","1","4","0","0","365","147","1","311","10","1","18","59","0","1","14","3","0","2","4","48","25","50","0","0","6","27","0","0","0","0","0","0","14","2","2","0","0","2","4","5","0","0","0","0","12","4","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","2","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","35"
"House District 20","237","25","0","19","0","14","2","12","17","1","2","0","0","0","425","83","0","56","5","0","20","27","0","0","9","2","1","38","12","0","38","3","0","12","9","0","0","2","0","0","7","0","1","0","2","2","0","2","0","1","18","6","0","4","4","0","4","2","0","0","0","0","0","3","4","4","0","0","0","1","0","0","0","0","5","6","8","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","7","263","359","44","0","61","4","1","10","42","1","5","0","0","1","9","13","23","2","0","2","5","0","0","1","2","0","2","5","8","18","0","4","13","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","1383","391","165","0","288","19","0","21","58","0","1","5","3","0","277","153","1","344","22","1","13","51","1","0","8","4","0","2","4","31","12","26","0","0","2","30","0","1","0","0","0","0","14","2","5","0","0","3","12","0","1","0","0","0","8","9","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","26"
"House District 21","296","36","0","46","0","36","1","13","25","0","1","0","0","2","746","144","0","82","7","0","23","46","0","0","13","3","1","62","12","0","46","0","0","14","24","0","0","0","0","0","4","0","3","0","0","0","0","0","0","0","11","9","0","21","12","1","2","9","1","0","0","1","0","2","9","3","0","0","4","4","0","0","0","0","6","5","10","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","16","382","581","105","0","98","5","1","28","39","0","8","3","0","0","10","19","15","2","0","1","5","0","0","0","1","0","0","22","12","16","0","0","13","0","1","0","0","4","0","2","0","0","3","0","0","0","0","0","1686","471","154","0","339","7","2","23","54","0","0","6","3","0","334","210","2","406","17","0","13","62","0","1","7","7","0","1","2","26","12","37","0","0","11","35","0","2","0","0","0","0","28","9","7","0","0","10","13","0","0","0","0","1","28","8","3","4","1","0","0","0","0","0","0","0","9","1","3","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","3","0","0","0","1","0","0","0","0","57"
"House District 22","138","11","0","18","0","6","3","7","11","0","1","0","0","1","359","70","0","44","5","0","7","30","0","0","6","1","0","37","7","0","28","0","0","7","16","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","10","2","0","6","2","2","3","1","0","0","0","0","0","4","7","7","0","0","1","5","0","0","0","0","7","5","7","2","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","289","295","55","0","50","5","1","8","39","0","4","6","0","0","16","17","12","0","0","5","10","0","0","0","0","0","0","26","6","28","0","5","11","0","1","0","0","5","1","1","0","1","0","0","0","0","0","0","893","223","76","0","187","10","0","14","57","0","0","4","3","0","192","79","0","212","5","1","13","36","0","0","6","6","0","2","2","16","12","35","0","0","1","26","0","0","1","1","0","0","10","1","2","0","0","0","7","1","0","0","0","0","4","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","6","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","15"
"House District 23","366","34","1","44","0","31","3","5","20","0","2","1","0","1","1169","211","0","120","10","1","41","67","0","0","20","3","0","121","16","0","42","2","1","25","24","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","30","11","0","26","12","2","5","20","0","1","1","0","0","16","10","6","0","0","2","3","0","0","0","0","8","6","10","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6","557","988","188","0","134","17","0","28","68","2","23","2","0","0","25","38","22","1","0","3","9","0","0","0","1","0","1","30","14","23","0","0","14","0","0","0","0","4","0","0","0","0","3","0","0","0","0","0","1316","536","193","1","264","17","0","39","67","0","0","3","4","0","331","177","0","332","13","0","11","40","0","0","7","12","0","1","1","45","24","35","0","0","5","26","0","0","0","0","1","1","30","2","6","0","0","4","7","3","0","0","0","1","3","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","14"
"House District 24","573","45","0","65","0","26","1","16","21","1","0","0","1","3","1229","227","0","137","9","1","39","47","0","0","33","7","0","112","29","0","66","1","0","21","24","0","0","1","1","0","18","5","0","1","3","1","1","0","0","0","17","12","0","20","5","1","8","12","0","0","0","0","0","1","11","7","1","0","1","0","0","0","0","0","12","3","9","2","3","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","10","513","925","171","0","128","12","0","52","64","0","15","5","0","1","22","40","31","2","0","0","8","0","0","2","3","1","0","27","18","22","0","0","9","0","0","0","0","8","3","1","0","1","1","0","0","0","0","0","1072","443","148","2","247","15","1","23","36","0","0","4","2","0","269","175","0","270","10","0","7","38","0","3","6","11","1","1","5","38","12","28","0","0","5","22","0","0","0","0","0","0","16","7","1","0","1","2","8","3","0","0","0","1","17","9","1","1","1","0","1","0","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","1","0","0","0","1","0","1","2","1","0","0","0","0","0","0","28"
"House District 25","488","45","0","90","1","58","3","8","30","1","1","1","2","1","1245","257","0","119","9","2","34","71","0","0","19","6","1","71","18","0","37","1","0","17","31","0","0","0","0","0","2","0","1","0","0","2","0","1","0","0","31","11","0","24","14","0","1","10","0","0","0","1","0","2","20","5","0","0","2","1","0","0","0","0","6","3","9","3","1","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","16","791","1114","209","1","146","14","3","29","65","1","18","5","0","0","32","32","22","2","0","0","8","0","3","2","0","1","2","25","11","25","0","5","22","1","0","0","0","1","4","1","0","1","2","0","0","0","0","0","1030","409","163","0","229","9","0","13","38","0","1","4","0","0","285","136","0","290","13","0","11","41","0","0","9","6","0","1","1","42","13","39","0","0","10","27","0","0","0","0","0","0","13","1","4","0","0","2","10","3","0","0","0","0","14","5","2","3","0","0","2","2","0","1","0","0","6","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","2","0","3","1","1","0","1","0","0","0","40"
