"1","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Hafner","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Howe","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Blank","Overvote"
"House District 16","2616","24","8","0","42","6","0","8","4","0","0","1","0","284","37","0","133","7","0","14","43","0","0","8","10","0","1","0","92","6","57","0","0","5","24","0","0","1","0","0","11","0","0","0","1","13","1","0","0","0","24","0","0","3","0","0","1","2","0","0","1","1","0","0","0","0","2","1","0","0","0","0","0","12","1","6","0","3","8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","74","26","0","0","12","0","0","9","9","0","0","0","3","0","2","0","13","0","0","0","14","0","0","0","0","0","1","7","7","8","0","4","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3340","213","19","117","0","0","17","59","0","0","2","2","0","2","746","45","60","0","286","436","0","47","2","7","0","13","118","24","38","0","2","59","137","0","18","0","2","0","4","4","19","1","2","2","0","0","4","2","2","8","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","93","9"
"House District 17","1593","16","13","0","51","7","0","1","3","0","0","0","0","141","26","0","81","5","1","16","27","0","0","4","3","0","0","5","67","1","20","0","0","5","24","1","0","0","0","0","8","0","0","0","2","3","2","0","1","0","43","2","0","3","0","0","1","1","0","0","2","2","0","2","0","0","4","5","1","0","1","0","0","39","1","1","0","9","14","0","2","0","0","0","0","0","0","0","0","0","0","0","1","51","19","1","0","12","0","0","3","8","0","0","1","1","0","1","2","9","0","0","1","8","0","0","0","0","0","0","7","2","9","0","2","11","1","0","0","0","1","0","0","0","0","0","0","0","1","0","3021","136","11","29","0","0","9","42","0","0","0","1","1","0","645","30","63","1","239","346","0","29","3","8","2","13","108","20","24","0","0","79","177","0","6","2","0","0","5","0","26","1","0","1","4","0","10","0","1","12","0","0","10","1","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","5","0","0","0","1","0","1","0","1","2","140","22"
"House District 18","1477","7","3","0","19","1","0","0","5","0","0","0","0","159","11","1","105","5","0","8","42","0","0","2","5","0","0","0","38","1","14","0","0","4","25","0","1","0","0","0","3","0","0","0","0","2","0","0","0","0","44","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","2","7","0","0","0","0","0","27","2","4","0","4","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","84","31","5","0","13","0","0","2","10","0","0","0","1","1","4","0","7","0","0","2","9","0","0","1","0","0","0","6","4","7","1","1","7","0","0","0","1","0","0","1","0","0","0","0","0","0","0","982","67","6","10","0","0","5","26","0","1","0","0","0","0","231","11","20","0","87","152","0","14","0","2","2","2","38","8","13","0","1","26","37","0","2","0","2","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","150","7"
"House District 19","1154","6","2","1","6","2","1","0","4","0","0","0","0","128","18","0","72","1","1","6","24","0","2","9","8","0","0","1","42","4","14","0","0","5","18","1","0","0","0","0","5","0","1","0","2","2","0","0","0","0","26","1","0","1","0","0","0","3","0","0","5","0","0","4","0","0","1","8","0","0","0","0","0","8","0","3","0","2","5","0","0","0","0","0","0","1","0","0","0","0","0","0","1","104","26","2","0","11","2","0","1","9","0","0","0","2","0","3","0","12","0","0","0","6","0","0","0","2","0","1","10","5","6","0","4","15","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1810","77","11","41","0","0","11","38","0","0","1","0","0","0","374","12","37","0","119","192","0","8","0","3","4","2","74","17","36","0","0","36","100","0","4","0","2","1","0","2","7","1","0","0","1","1","1","0","1","3","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","93","20"
"House District 2","2926","18","12","0","36","2","0","1","3","0","0","0","0","277","37","0","104","1","3","15","49","0","0","4","5","0","3","3","91","4","7","0","0","11","59","1","1","0","0","0","3","0","0","0","0","5","0","0","0","0","51","0","3","2","0","0","1","0","0","0","6","1","1","5","0","1","2","12","0","0","0","0","2","18","4","2","0","3","15","0","0","0","0","0","1","0","0","0","0","0","0","0","0","219","51","3","0","30","0","0","9","15","0","1","0","1","0","9","1","4","0","0","4","28","0","1","0","0","0","0","25","8","13","0","6","21","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3127","115","12","29","0","0","13","69","0","0","0","3","0","0","490","15","25","1","256","329","0","15","1","5","1","4","108","25","35","0","1","97","136","0","13","0","2","0","1","1","12","0","0","0","0","0","1","1","0","2","0","0","6","4","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","297","26"
"House District 20","1940","21","16","0","33","2","0","5","9","0","0","0","0","195","26","0","109","4","0","18","38","0","0","6","11","0","1","2","66","6","43","0","1","5","25","0","1","1","0","0","5","0","0","0","3","9","1","1","0","0","32","2","0","2","0","0","0","0","0","0","6","2","0","3","1","0","1","1","0","0","0","1","0","17","2","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","21","1","0","6","0","0","5","9","0","0","1","0","0","9","1","13","1","0","4","20","0","0","0","0","0","1","12","0","5","0","3","11","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2259","137","21","100","0","0","14","65","0","1","0","1","1","0","525","35","54","0","244","369","1","31","1","7","0","8","82","15","38","0","0","44","114","0","5","0","6","2","2","2","12","1","1","2","0","0","4","1","2","9","0","0","11","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","1","0","0","0","106","22"
"House District 21","2684","11","19","0","66","5","2","6","9","0","0","0","0","230","34","0","169","9","3","19","47","0","1","9","11","0","5","2","81","4","22","0","0","17","34","1","0","0","0","0","20","1","1","1","3","7","2","0","2","0","50","1","0","4","0","0","1","2","0","0","3","7","0","2","0","0","0","4","0","1","0","0","1","32","2","3","0","4","18","0","0","0","1","0","0","0","0","0","0","0","0","0","0","104","27","3","0","18","1","1","4","6","0","1","3","1","0","4","1","11","0","0","3","9","0","0","0","0","0","1","6","5","4","0","2","12","2","0","0","1","1","1","1","0","0","1","1","1","0","0","2861","161","9","49","0","0","13","42","0","0","0","1","0","0","626","38","67","0","225","377","0","33","0","3","1","6","92","23","36","0","0","74","191","0","4","0","6","0","4","4","23","2","0","1","2","2","3","1","2","11","0","0","11","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","101","24"
"House District 22","1625","9","9","0","33","2","0","2","8","0","1","0","0","131","24","0","132","7","3","7","32","0","0","3","7","0","1","3","51","4","16","1","0","9","54","0","0","0","0","0","7","0","2","0","4","5","0","0","0","0","41","1","1","3","0","0","1","0","0","0","6","0","0","6","0","0","3","18","0","0","0","0","2","24","2","1","0","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","30","3","0","7","0","0","9","12","0","0","0","0","0","7","1","6","0","0","2","22","0","1","0","0","0","2","12","8","4","0","4","11","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1477","86","10","18","0","0","11","80","0","0","0","0","1","1","312","18","27","2","122","328","1","25","1","0","1","3","54","14","33","0","1","32","101","1","5","0","0","1","0","3","4","0","0","0","0","0","5","1","0","5","0","0","12","1","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","88","24"
"House District 23","4277","21","19","0","25","2","0","3","4","0","0","0","0","490","32","1","183","18","2","41","106","1","1","11","21","0","1","0","106","3","28","0","0","22","59","0","0","0","0","0","21","0","1","1","7","6","0","3","0","1","29","2","0","1","0","0","0","2","0","0","9","2","0","0","0","0","1","2","0","0","0","0","0","16","1","1","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","83","5","0","19","0","0","15","35","0","0","3","1","0","1","0","9","0","1","1","8","0","0","0","0","0","0","23","11","14","0","4","17","0","0","0","2","1","0","0","0","1","0","1","0","0","0","2516","192","12","47","0","1","25","86","0","1","0","1","0","0","533","25","42","1","196","288","0","19","0","11","0","12","123","36","70","0","1","54","128","0","11","0","2","1","0","2","13","0","0","0","2","1","3","3","1","8","0","0","4","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","144","3"
"House District 24","4666","27","19","0","55","6","0","4","10","0","0","0","0","482","42","0","226","11","1","24","63","0","1","15","17","0","4","1","132","5","51","0","0","10","39","0","0","0","0","0","27","0","0","0","8","10","2","0","1","0","17","1","0","1","0","0","0","1","0","0","2","0","0","4","0","0","0","5","0","0","0","0","0","10","0","4","0","4","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","144","64","5","0","20","0","0","9","14","0","0","2","0","0","4","2","16","0","0","5","10","0","0","0","0","0","1","8","5","5","0","2","8","0","0","0","0","2","1","1","0","0","0","0","0","0","0","2014","161","12","55","0","0","16","44","0","0","0","0","0","0","403","23","58","0","164","281","1","23","0","1","0","6","113","24","21","0","0","31","109","0","8","0","0","1","1","2","18","1","1","0","1","1","3","1","2","6","0","0","12","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0","123","9"
"House District 25","4931","22","30","0","76","3","1","6","10","0","0","1","0","467","51","0","251","14","2","35","75","0","1","12","15","0","2","1","85","3","19","0","0","8","41","0","0","0","0","0","19","0","0","0","1","10","1","0","0","0","32","2","0","4","0","0","2","1","0","0","6","0","0","4","0","0","2","6","1","0","0","0","0","18","1","3","0","8","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","197","84","2","0","33","1","0","6","14","0","0","1","1","0","4","1","15","0","0","4","9","0","1","0","0","0","0","8","7","4","0","9","13","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1940","119","7","49","0","0","14","30","1","0","0","0","0","0","387","27","34","0","173","270","0","27","0","7","0","4","85","21","33","0","1","64","156","0","7","0","2","3","3","1","16","1","0","0","0","0","3","3","0","7","0","0","12","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","1","0","0","2","0","1","0","177","14"
